,Tweet Text,Tweet Datetime,Tweet Id,Twitter @ Name,Tweet Coordinates,Place Info,Retweets,Favorites,Language,Source,Replied Tweet Id,Replied Tweet User Id Str,Quote Status Bool
0,RT @MerlinofCanada: #COVID19 Waste Water 4 #Alberta urban centres trending up they may be hiding Covid data and not testing anyone but this…,2022-03-30 15:57:26,1509198120415989764,Darcyleehoover,,,55,0,en,Twitter for Android,,,False
1,"RT @WHO: @DrTedros ""WHO is releasing updated Strategic Preparedness, Readiness &amp; Response Plan for #COVID19. This is our 3rd strategic plan…",2022-03-30 15:57:20,1509198096609472512,luqman9052,,,17,0,en,Twitter for Android,,,False
2,"RT @Dr_King_007: WARNING: GRAPHIC CONTENT.

Chinese Authorities are putting innocent animals to death. 
Today harbin city authority put thr…",2022-03-30 15:57:18,1509198090439659520,hasibuzzaman,,,1,0,en,Twitter for iPhone,,,False
3,RT @NwaoguPaul: It is hypocritical that many leaders are falsely putting on masks to deceive their people. It seems the war in Ukraine has…,2022-03-30 15:57:18,1509198089151778817,Oliwar88,,,3,0,en,Twitter for Android,,,False
4,"RT @theGFF: @Ernestmaas55 Emma Babène, head of the Dembo Coly health center in #Senegal, shares how her team ensured women &amp; girls continue…",2022-03-30 15:57:18,1509198087457230854,Ernestmaas55,,,1,0,en,Twitter Web App,,,False
5,@ADANews Light of hope has awakened on the horizon as world emerges from pandemic Will Shelby&amp;Simon beat final obst… https://t.co/AZSZio8nRp,2022-03-30 15:57:16,1509198079613976576,Lisa69620724,,,0,0,en,Twitter Web App,1509171501152489481,16458212,False
6,@birgitomo Yep 100%. #COVID19 is not even remotely done with us.,2022-03-30 15:57:15,1509198077239840770,drewcaldwell,,,0,0,en,Twitter for iPhone,1509188607143288839,1230463969,False
7,"RT @WHO: @DrTedros ""Based on what we know now, the most likely scenario is that the #COVID19 virus continues to evolve, but the severity of…",2022-03-30 15:57:14,1509198069946253315,luqman9052,,,10,0,en,Twitter for Android,,,False
8,"MAHARASHTRA GOVT LIKELY TO LIFT CURBS 

As #COVID cases continue to decrease in the country. #Maharashtra Govt is p… https://t.co/V6EEk8pJO2",2022-03-30 15:57:14,1509198069631680514,MirrorNow,,,0,0,en,Twitter Media Studio - LiveCut,,,False
9,"RT @UNDataForum: See how @StatsGhana's rapid response to increased data demand during #COVID19 is informing national decision-making, with…",2022-03-30 15:57:12,1509198064254435341,FCDOStats,,,8,0,en,Twitter Web App,,,False
10,"RT @WHO: @DrTedros @UNICEF ""Sustaining WHO’s response to all of these emergencies, from the #COVID19 pandemic, to Ukraine, Afghanistan, Eth…",2022-03-30 15:57:12,1509198062786428930,__RJK__,,,3,0,en,Twitter Web App,,,False
11,"RT @WHO: @DrTedros ""Periodic spikes in #COVID19 cases and deaths may occur as immunity wanes, which may require periodic boosting for vulne…",2022-03-30 15:57:12,1509198062493003777,luqman9052,,,15,0,en,Twitter for Android,,,False
12,"RT @picardonhealth: Who should get a 4th dose of #Covid19 vaccine? Here’s what scientists say you should know, by @rddysum  https://t.co/NY…",2022-03-30 15:57:12,1509198061989367814,rlambr,,,1,0,en,Twitter for iPhone,,,False
13,"RT @WHO: @DrTedros ""In the worst-case scenario, a more virulent and highly transmissible #COVID19 virus variant emerges. Against this new t…",2022-03-30 15:57:10,1509198054704160770,luqman9052,,,15,0,en,Twitter for Android,,,False
14,"RT @WHO: @DrTedros ""Addressing this situation would require significantly altering the current #COVID19 vaccines and making sure they get t…",2022-03-30 15:57:08,1509198046936317960,luqman9052,,,12,0,en,Twitter for Android,,,True
15,"RT @BrennanSpiegel: ""10 Stomach Symptoms You Should Never Ignore"": @AARP discusses GI alarm symptoms &amp; when to take them seriously. Include…",2022-03-30 15:57:07,1509198042645344270,GraceCordovano,,,2,0,en,Twitter for iPhone,,,False
16,"RT @WHO: @DrTedros ""So how do we move forward &amp; end the acute phase of the #COVID19 pandemic this year?
It requires countries to invest in…",2022-03-30 15:57:06,1509198038904246273,luqman9052,,,10,0,en,Twitter for Android,,,False
17,"RT @CDCDirector: Today, CDC updated eligibility for an additional booster dose for certain individuals. 

Those at higher risk of severe #C…",2022-03-30 15:57:06,1509198037708685314,HHSRegion6,,,131,0,en,Twitter Web App,,,True
18,"RT @picardonhealth: Do you need a 4th dose of a #COVID19 vaccine? It depends. Age, risk level, future variants are all factors, experts say…",2022-03-30 15:57:06,1509198036190183431,rlambr,,,6,0,en,Twitter for iPhone,,,False
19,"Anyone who calls wearing a mask during a deadly pandemic ""virtue-signalling"" is a certified bone-head. 

#CdnPoli #COVID19",2022-03-30 15:57:05,1509198034546139137,dzoolander85,,,0,0,en,Twitter for iPhone,,,False
20,"RT @WHO: @DrTedros ""3️⃣ clinical care for #COVID19, and resilient health systems
4️⃣ research &amp; development, &amp; equitable access to tools &amp;…",2022-03-30 15:57:04,1509198031505494017,luqman9052,,,14,0,en,Twitter for Android,,,True
21,"RT @WHO: @DrTedros ""We have all the tools we need to bring this pandemic under control: we can prevent transmission with masks, distancing,…",2022-03-30 15:57:03,1509198023817297922,luqman9052,,,16,0,en,Twitter for Android,,,False
22,"30-03: Delhi #COVID19 update

See All India updates here
https://t.co/EyVRNzx3AK https://t.co/EUCaiwF6lz",2022-03-30 15:57:02,1509198022596788224,outbreak_india,,,0,0,en,Twitter Web App,,,False
23,"RT @ErinSandersNP: CDC: If you got J&amp;J’s vaccine and booster, consider an mRNA shot now

It took WAY too long to tell people this. #COVID19…",2022-03-30 15:57:01,1509198016531599360,Stephen_C_Ward,,,6,0,en,TweetDeck,,,False
24,"RT @BrennanSpiegel: ""10 Stomach Symptoms You Should Never Ignore"": @AARP discusses GI alarm symptoms &amp; when to take them seriously. Include…",2022-03-30 15:57:00,1509198012861493248,sosheanews,,,2,0,en,Twitter Web App,,,False
25,"9 new this week, 313 this year (shown), for 2025 total available in the PDB.  
Explore them all at… https://t.co/0Jocvratzq",2022-03-30 15:57:00,1509198012173725703,buildmodels,,,0,0,en,Twitter Web App,,,False
26,"RT @WHO: @DrTedros ""Equitable vaccination remains the single most powerful tool we have to save lives. Striving to vaccinate 70% of the pop…",2022-03-30 15:56:59,1509198007908302851,luqman9052,,,11,0,en,Twitter for Android,,,False
27,RT @Dr_King_007: Worst #Omicron outbreak in #China reignites debate about exit from Zero-COVID policy as lockdown mismanagement frustrates…,2022-03-30 15:56:59,1509198007845396480,hasibuzzaman,,,2,0,en,Twitter for iPhone,,,False
28,"RT @WHO: @DrTedros ""I’m surprised that there are some in the global health community who see the 70% target as no longer relevant. Many hig…",2022-03-30 15:56:57,1509198000664776706,luqman9052,,,13,0,en,Twitter for Android,,,True
29,RT @DrEricDing: 📍SWITCH UP BOOSTER—New study shows the Moderna vaccine (aka mRNA-1273) elicits very different antibody-response &amp; different…,2022-03-30 15:56:56,1509197997313298442,RudayClare,,,1127,0,en,Twitter for iPhone,,,False
30,"RT @CDCgov: Today, CDC updated #COVID19 booster shot guidance for several groups.
Read more about this new guidance: https://t.co/hkevIflWb…",2022-03-30 15:56:55,1509197992590397443,greaterthanCV19,,,175,0,en,Twitter Web App,,,False
31,"RT @jeffrey_ventre: What an insult to Americans; especially in the context of the Big Pharma money grab, #Covid19 management, lack of debt…",2022-03-30 15:56:54,1509197989914447873,ChicaMaps,,,1,0,en,Twitter for iPhone,,,True
32,"#COVID19 | Delhi reports 123 new cases, 1 death, and 106 recoveries. Active cases 459

#COVID19 #coronavirus #Youthistaan",2022-03-30 15:56:54,1509197988714848259,SunilydvSS,,,0,0,en,Twitter for iPhone,,,False
33,RT @robferguson1: The Ontario Health Coalition is calling for a return to widespread free PCR testing for #COVID19 (not just for select gro…,2022-03-30 15:56:51,1509197976333271041,The12fthOfNever,,,33,0,en,Twitter Web App,,,False
34,"RT @Ananth_IRAS: What India thought of 2 years ago, USA thinks today! 🙏 #COVID19 #USA https://t.co/1Q3HTlnCK8",2022-03-30 15:56:51,1509197974290636802,kamal_parashar,,,2,0,en,Twitter for Android,,,False
35,"RT @RealDonalDrumpf: #LiberalismIsAMentalDisease caused by believing in Facts and Science!

On the other hand, #Covid19 is a #MAGAPlague ca…",2022-03-30 15:56:49,1509197966992711683,JimmyRhythm,,,1,0,en,Twitter Web App,,,False
36,RT @NYCGothamHealth: Don’t wait - make sure you get your #COVID19 Booster today. Let's keep our families and communities safe by getting va…,2022-03-30 15:56:49,1509197966598447111,NYCHealthSystem,,,1,0,en,Hootsuite Inc.,,,False
37,"RT @org_scp: NEW | The 'One Login' #DigitalID system will go live in April with full deployment by 2025. 

Look at the timing alongside ano…",2022-03-30 15:56:48,1509197964744577024,jercuinn,,,30,0,en,Twitter Web App,,,False
38,"Prof Sir Chris Whitty - used established science, limited data from China, Korea,Italy, had to give advice that had… https://t.co/e21MQKJEym",2022-03-30 15:56:42,1509197938681073668,arlinelyons,,,0,0,en,Twitter for Android,1509197068564406284,116732770,False
39,"RT @WHO: @DrTedros @UNICEF ""Over 24 million people will need humanitarian assistance this year. They face displacement, drought, food insec…",2022-03-30 15:56:42,1509197935934058502,luqman9052,,,4,0,en,Twitter for Android,,,True
40,RT @ASALifeline: Today is National Doctors’ Day. We thank #anesthesiologists and other physicians who work tirelessly to provide phenomenal…,2022-03-30 15:56:41,1509197933144543232,UWAnesthPainMed,,,11,0,en,Twitter Web App,,,False
41,RT @robferguson1: The Ontario Health Coalition is calling for a return to widespread free PCR testing for #COVID19 (not just for select gro…,2022-03-30 15:56:38,1509197922516312070,forevercanada9,,,33,0,en,Twitter Web App,,,False
42,"RT @kakape: Today, @WHO is releasing an updated response plan for #covid19 that lays out three possible scenarios for how the pandemic coul…",2022-03-30 15:56:38,1509197920230326287,nb_covid_info,,,64,0,en,Twitter Web App,,,False
43,"@DrTedros @UNICEF ""Let me end with some good news.

The #COVID19 pandemic has demonstrated the importance of every… https://t.co/QtrCqPZSl9",2022-03-30 15:56:38,1509197919110451205,radoncnotes,,,0,0,en,IFTTT,,189868631,False
44,"@DrTedros @UNICEF ""Sustaining WHO’s response to all of these emergencies, from the #COVID19 pandemic, to Ukraine, A… https://t.co/e1q44lXySJ",2022-03-30 15:56:37,1509197914446442499,radoncnotes,,,0,0,en,IFTTT,,189868631,False
45,"RT @TheStephenRalph: @DMinghella Back in 2020, Patrick Valance said that 20,000 deaths in total would be a ""good outcome"". Today, Johnson s…",2022-03-30 15:56:36,1509197911141326852,nicksonp,,,6,0,en,Twitter for iPad,,,True
46,"RT @CDCgov: Over 97 million people ages 12 years and older have gotten a booster shot and are up to date on their #COVID19 vaccines. 
Have…",2022-03-30 15:56:35,1509197910059241478,chicovidcollab,,,44,0,en,Twitter Web App,,,False
47,"RT @WHO: LIVE: Media briefing on #Ukraine, #COVID19 and other global health issues with @DrTedros https://t.co/3rzq0ouzDs",2022-03-30 15:56:35,1509197907966271495,umanistranieri,,,102,0,en,Twitter Web App,,,False
48,RT @taraniasim: Check out this week’s @NYCHealthSystem #COVID19 testing sites throughout the five boroughs. Testing is no cost to you. COVI…,2022-03-30 15:56:33,1509197897778311168,NYCHealthSystem,,,1,0,en,Hootsuite Inc.,,,False
49,"RT @ErinSandersNP: CDC: If you got J&amp;J’s vaccine and booster, consider an mRNA shot now

It took WAY too long to tell people this. #COVID19…",2022-03-30 15:56:32,1509197897081901056,SamhainNight,,,6,0,en,Twitter Web App,,,False
50,"RT @CDCgov: Today, CDC updated #COVID19 booster shot guidance for several groups.
Read more about this new guidance: https://t.co/hkevIflWb…",2022-03-30 15:56:29,1509197882418597890,SnoHD,,,175,0,en,Twitter Web App,,,False
51,RT @danilic: This is the first GIF — Steve Wilhite — the creator of the GIF format died on March 14th from COVID19 aged 74. Thanks Steve! h…,2022-03-30 15:56:28,1509197878421557248,mikkywhi,,,10,0,en,Twitter Web App,,,False
52,"RT @WHO: LIVE: Media briefing on #Ukraine, #COVID19 and other global health issues with @DrTedros https://t.co/3rzq0ouzDs",2022-03-30 15:56:26,1509197871719067651,MedikoSalvatore,,,102,0,en,Twitter for Android,,,False
53,"RT @KevinFreyTV: Biden will receive his 2nd #COVID19 booster shot today, per the White house",2022-03-30 15:56:20,1509197844162433029,casssemyon,,,13,0,en,Twitter Web App,,,False
54,"RT @ANI: I could like to thank PM Modi for sharing COVID19 vaccines with us, it provided the much needed protection from COVID19. More than…",2022-03-30 15:56:19,1509197839586390018,rgoel123,,,612,0,en,Twitter for Android,,,False
55,RT @MSHHealthImpact: .@USAID Assistant Administrator Atul Gawande explains the critical need for continued funding to transform #COVID19 fr…,2022-03-30 15:56:16,1509197829138440198,N_Konduri,,,1,0,en,Twitter Web App,,,False
56,"👇 The dude is scheduled to get his 4th #COVID19 jab🤣

Sorry, it’s not a #vaccine! Hold our breath, let’s see what m… https://t.co/eJmT7gclVW",2022-03-30 15:56:16,1509197829071413259,Dr_Zhang1,,,0,0,en,Twitter for iPhone,,,True
57,RT @Meals_on_Wheels: Minnesotans can now order 2 rapid at-home COVID test kits per household! Learn more and order your kits here: https://…,2022-03-30 15:56:15,1509197823815868418,anitaberg,,,1,0,en,Twitter Web App,,,True
58,"RT @WHO: @DrTedros ""We have all the tools we need to bring this pandemic under control: we can prevent transmission with masks, distancing,…",2022-03-30 15:56:14,1509197819730862083,Haruhito_BAK,,,16,0,en,Twitter for Android,,,False
59,"RT @ASPRgov: The #TestToTreat program gives you faster, easier access to lifesaving #COVID19 treatments if you are eligible. If you test po…",2022-03-30 15:56:13,1509197815309864961,teamMiPASS,,,10,0,en,Twitter for iPhone,,,False
60,"RT @Covid19Place: Malaysia: Wed, 30 Mar - Covid19 Update
https://t.co/pNZe3hBM7q
LIVE! New Cases by Cities &amp; Areas
@ShafiqAbdullah_ @jpagov…",2022-03-30 15:56:13,1509197814395731970,MarzianaIsmail,,,2,0,en,Twitter for iPhone,,,False
61,"RT @CDCgov: Today, CDC updated #COVID19 booster shot guidance for several groups.
Read more about this new guidance: https://t.co/hkevIflWb…",2022-03-30 15:56:09,1509197799044358157,HamCoHealthIN,,,175,0,en,Twitter Web App,,,False
62,"RT @DrJacobsRad: ""While cases and hospitilizations are going up, Bogoch said he thinks Ontario should ""never see businesses or schools ever…",2022-03-30 15:56:08,1509197793210126337,LINDACO85580932,,,29,0,en,Twitter Web App,,,False
63,"RT @ANI: I could like to thank PM Modi for sharing COVID19 vaccines with us, it provided the much needed protection from COVID19. More than…",2022-03-30 15:56:07,1509197789422821376,Om_Hari_,,,612,0,en,Twitter for Android,,,False
64,"RT @statsjamie: 🚨🚨 New ONS data shows no statistical evidence that having one vaccine more than 180 days ago, a second Pfizer vaccine 91 to…",2022-03-30 15:56:06,1509197786285330436,HalfPintGB2,,,197,0,en,Twitter for iPad,,,False
65,RT @ErinSandersNP: @US_FDA &amp; @CDCgov guidelines also updated 2nd booster recommendations for 50 and up if 4 months after last💉 plus updated…,2022-03-30 15:56:06,1509197785257680906,ErinSandersNP,,,1,0,en,Twitter Web App,,,False
66,"RT @jenniferatntd: From “#PreciseControl” to #Lockdown: What Happened in Between? #XiJinping's Hair Turns Grey Overnight
A lot to see here!…",2022-03-30 15:56:01,1509197766651752449,JenniferZeng15,,,3,0,en,Twitter Web App,,,False
67,"RT @AfricaCDC: #COVID19 update in Africa as of 30/03/2022 at 6 PM (EAT).
More at https://t.co/fvcEaCHn37 
#AfricaResponds 
#TestTraceTreat…",2022-03-30 15:56:01,1509197764583899138,ItsAbebaw,,,5,0,en,Twitter Web App,,,False
68,"RT @BernieSpofforth: New Zealand and Australia.

▪️Forced quarantine
▪️Police brutality
▪️Medical segregation
▪️Vaccine mandates
▪️Societal…",2022-03-30 15:56:00,1509197762814005248,SIDE1K,,,204,0,en,Twitter for Android,,,False
69,"RT @WHO: @DrTedros @UNICEF ""Let me end with some good news.

The #COVID19 pandemic has demonstrated the importance of every country having…",2022-03-30 15:56:00,1509197760297422859,futuritymom,,,2,0,en,Twitter for Android,,,False
70,@pmwesige Can somebody stop the madness! Those who may want to hold a Pharao-like funeral Jaco Oulanya (RIP) and a… https://t.co/vLKymjoLmU,2022-03-30 15:55:59,1509197757688467458,ssenton2,,,0,0,en,Twitter Web App,1509091319330787329,109905929,False
71,"CIR director Dr. Anna Durbin re: funding for future pandemics: ""Now is the time to really cement that funding and t… https://t.co/73ils6brhJ",2022-03-30 15:55:58,1509197750973263876,JHUCIR,,,0,0,en,Twitter Web App,,,False
72,"RT @FOAMecmo: Read about #ICU journey of @AnushuaGupta during #COVID19, cited in paper, including 34 days on VV #ECMO + 150 days in 🏥, mess…",2022-03-30 15:55:56,1509197745864724483,markzyi,,,1,0,en,Twitter for iPhone,,,False
73,"#Hope #USA #GetVaccinated #FDA then #CDC signs off on ""2nd"" #COVID19  #BoosterShots for people 50 and older four mo… https://t.co/1EJ8RSfgYI",2022-03-30 15:55:51,1509197725446905873,Joeanthony_nyc,,,0,0,en,Twitter Web App,,,False
74,"RT @ONS: We’ve published new data on the characteristics of those testing positive for #COVID19.

This shows the risk of reinfection is 10x…",2022-03-30 15:55:51,1509197722653442055,ppiixx,,,121,0,en,Twitter for Android,,,False
75,"RT @FINDdx: Connect tomorrow at 19:00 CEST to explore the multiple dimensions of #COVID19 #selftesting. Our Deputy Director, Technology Inn…",2022-03-30 15:55:50,1509197718278873090,ItsAbebaw,,,4,0,en,Twitter Web App,,,False
76,"RT @JuneSim63: @sajidjavid 1 in 16 people has Covid19. 
Schools closing due to sickness.
The NHS on its knees.

Your report says TTI cost £…",2022-03-30 15:55:46,1509197703489671169,PeteG1001,,,18,0,en,Twitter for Android,,,False
77,"Malaysia: Wed, 30 Mar - Covid19 Update
https://t.co/pNZe3hBM7q
LIVE! New Cases by Cities &amp; Areas
@ShafiqAbdullah_… https://t.co/cSilKw7d6F",2022-03-30 15:55:45,1509197699832516610,Covid19Place,,,2,5,en,Twitter Web App,,,False
78,"@bernardcampagna 2814 x 10 = 28,014 cases in Ontario today 

#onpoli #FordFailedOntario #VoteFordOut2022 #COVID19 #Omicron",2022-03-30 15:55:43,1509197688016973837,BornThisWay1966,,,0,0,en,Twitter for iPad,1509173140349403137,220410293,False
79,"RT @Laurie_Garrett: Here's the bottom line: You don't want to get #COVID19. Period. It will be less dreadful if you're fully vax'ed, but th…",2022-03-30 15:55:42,1509197685391122434,BradStarks,,,1489,0,en,Twitter for iPhone,,,True
80,"RT @Ananth_IRAS: What India thought of 2 years ago, USA thinks today! 🙏 #COVID19 #USA https://t.co/1Q3HTlnCK8",2022-03-30 15:55:41,1509197680538701827,btarunr,,,2,0,en,Twitter Web App,,,False
81,RT @ryan_t_rego: UK’s plan to scrap free testing is wreckless. Lab-based surveillance is one of the most effective strategies for pathogens…,2022-03-30 15:55:41,1509197680148463616,Saffiya_Khan1,,,3,0,en,Twitter for iPad,,,True
82,"RT @Mojahedineng: Over 527,500 people have died of #COVID19 in 547 cities checkered across all of #Iran’s 31 provinces, according to report…",2022-03-30 15:55:37,1509197664285569026,ebmazandarani1,,,15,0,en,Twitter Web App,,,False
83,RT @myrabatchelder: We are living in Don't Look Up. The denial of reality about #Covid19 and #LongCovid is surreal and terrifying.,2022-03-30 15:55:37,1509197664214212616,TraciMac70,,,493,0,en,Twitter for Android,,,False
84,"RT @statsjamie: 🚨🚨 New ONS data shows no statistical evidence that having one vaccine more than 180 days ago, a second Pfizer vaccine 91 to…",2022-03-30 15:55:32,1509197645662797832,Graham86306458,,,197,0,en,Twitter for Android,,,False
85,"RT @LancsResilience: 👓 Now more than ever, we need everyone to look out for Lancashire.

Click on the link below to find all the latest pub…",2022-03-30 15:55:30,1509197635692937221,Seaside42351838,,,5,0,en,Twitter for Android,,,False
86,"RT @quay_dr: Seattle, chicago, and mid-US showing uptock in waste water positive SARS-CoV-2 predicts increase in cases over next 30 days.…",2022-03-30 15:55:29,1509197632610185222,Crazy84911,,,13,0,en,Twitter Web App,,,False
87,Falling #COVID19 rates nationwide hide the persistent disparities in #COVID19 hospitalizations and Long Covid in Bl… https://t.co/zpCeUOduUv,2022-03-30 15:55:23,1509197604776779783,lowninstitute,,,0,0,en,Twitter Web App,,,True
88,RT @blogTO: Experts say a 6th wave of COVID-19 is now well underway in Ontario https://t.co/h7P7IFQaJp #Ontario #COVID19,2022-03-30 15:55:22,1509197603661127682,canrail,,,14,0,en,Twitter for iPhone,,,False
89,RT @ajplus: A company that was supposed to make #COVID19 vaccines for poorer countries has sent 0 doses to them — but shipped 44 million to…,2022-03-30 15:55:21,1509197599080947714,69Robertt,,,105,0,en,Twitter Web App,,,False
90,"RT @UNICEFmedia: Speaking with BBC education editor @branwenjeffreys on the impact of #COVID19 on children's education and well-being, @uni…",2022-03-30 15:55:21,1509197598028185609,bayeb,,,17,0,en,Twitter for iPhone,,,False
91,"RT @TGTM_Official: '#COVID19 is bio warfare designed by US, and those propose to live with COVID must be brainwashed by the west', said She…",2022-03-30 15:55:13,1509197565815934977,apellegrini7,,,41,0,en,Twitter Web App,,,True
92,"RT @Golover_Tu: Some Chinese athletes, including former table tennis #Olympic gold medalist Li Xiaoxia, have volunteered their services in…",2022-03-30 15:55:12,1509197560803643402,fcmaca,,,2,0,en,Twitter Web App,,,False
93,Case Report - Acute Bilateral Orbital Myositis Following Covid 19 Vaccination #covid19 #InformedConsent #NoMandates… https://t.co/KlY3dD7g0b,2022-03-30 15:55:09,1509197548795400199,VaccineChoiceCA,,,0,0,en,Twitter Web App,,,False
94,"#LiberalismIsAMentalDisease caused by believing in Facts and Science!

On the other hand, #Covid19 is a #MAGAPlague… https://t.co/rKdawoOIgk",2022-03-30 15:55:09,1509197545909665798,RealDonalDrumpf,,,1,1,en,Twitter Web App,,,False
95,Don't take any risks with #COVID19 by being proactive and continuously #testing and #monitoring your #workforce is… https://t.co/OwXvqM9wN5,2022-03-30 15:55:02,1509197516759306247,ACHCCOVID,,,0,0,en,Sprout Social,,,False
96,"RT @ANI: Assam reports no #COVID19 cases, in the last 24 hours; 2 recoveries &amp; zero deaths logged.

Active cases 7
Positivity rate 0.00% ht…",2022-03-30 15:54:53,1509197479463559168,AutiSwaraj,,,5,0,en,Twitter for Android,,,False
97,"RT @KathyConWom: Brilliant and brave. 
@MRobertsQLD is an example to parliamentarians around the world - setting out the #COVID19 scandal a…",2022-03-30 15:54:47,1509197454754951179,dt_2011,,,9,0,en,Twitter for Mac,,,True
98,"RT @authornickunj: Inserting Furin Cleavage Site to the Spike Proteins of Corona Viruses was an Old Business! 
But Zoonatians will not Beli…",2022-03-30 15:54:47,1509197453794635776,starliking1,,,86,0,en,Twitter for iPhone,,,False
99,RT @haqsmusings: #pmik has managed #Pakistan’s #economy pretty well thru major domestic &amp; global crises from balance of payments crisis &amp; #…,2022-03-30 15:54:45,1509197444701110274,pti_mas,,,2,0,en,Twitter for Android,,,False
